"","plot_i","sp_i","level_used","sample_size"
"266","TAM-06","Turpinia occidentalis","f","10"
"267","TAM-06","Castilla ulei","e","4"
"268","SPD-01","Mollinedia lanceolata","b","18"
"269","TAM-06","Astrocaryum murumuru",NA,"0"
"270","TAM-05","Pourouma mollis","b","21"
"271","ACJ-01","Polylepis pauta","f","51"
"272","ESP-01","Miconia micropetala","a","16"
"273","PAN-02","Coussapoa manuensis","a","17"
"274","PAN-03","Protium altsonii","d","12"
"275","SPD-01","Cabralea canjerana","f","9"
"276","TAM-06","Glycydendron amazonicum","f","136"
"277","TRU-04","Clusia indet","a","30"
"278","SPD-02","Ilex gabrielleana","b","15"
"279","TAM-06","Pourouma substrigosa","d","69"
"280","SPD-01","Guatteria boliviana","c","17"
"281","TAM-05","Conceveiba guianensis","f","136"
"282","TAM-05","Sarcaulus brasiliensis","e","8"
"283","TAM-06","Aniba indet","f","151"
"284","SPD-01","Inga heterophylla","c","12"
"285","PAN-03","Sloanea meianthera","a","18"
"286","TAM-05","Eschweilera coriacea","a","12"
"287","TAM-06","Lonchocarpus indet","f","74"
"288","SPD-01","Schefflera indet","e","10"
"289","SPD-01","Panopsis pearcei",NA,"0"
"290","SPD-01","Clusia elliptica","a","12"
"291","SPD-01","Perrottetia distichophylla","d","18"
"292","SPD-02","Euterpe precatoria",NA,"0"
"293","TAM-05","Iryanthera laevis","f","15"
"294","SPD-01","Prunus indet","a","6"
"295","SPD-01","Calyptranthes indet","i","2"
"296","ACJ-01","Persea ruizii","a","15"
"297","PAN-03","Iryanthera juruensis","f","15"
"298","TAM-05","Leonia glycycarpa","a","12"
"299","TAM-06","Pourouma cecropiifolia","d","69"
"300","WAY-01","Escallonia paniculata",NA,"0"
"301","SPD-01","Ladenbergia oblongifolia","e","16"
"302","SPD-01","Pseudolmedia indet","c","15"
"303","TAM-05","Calycophyllum megistocaulum","f","76"
"304","TAM-06","Zanthoxylum acreanum","h","1"
"305","SPD-01","Mollinedia pulcherrima","d","18"
"306","TAM-05","Annona ambotay","f","35"
"307","SPD-01","Dendropanax cuneatus","c","10"
"308","ESP-01","Oreopanax microflorous","a","19"
"309","TRU-04","Prunus debilis","a","15"
"310","ESP-01","Hedyosmum indet","b","30"
"311","SPD-01","Clusia thurifera","a","12"
"312","ESP-01","Podocarpus oleifolius","f","3"
"313","TAM-06","Guarea gomma","d","9"
"314","SPD-02","Nectandra reticulata","a","9"
"315","SPD-01","Ternstroemia globiflora","f","21"
"316","PAN-02","Tapirira guianensis","a","15"
"317","TAM-06","Maquira guianensis","e","4"
"318","TRU-04","Gordonia fruticosa","a","27"
"319","SPD-02","Joosia umbellifera","e","12"
"320","TAM-05","Licaria aurea","e","14"
"321","TAM-06","Mabea nitida","f","136"
"322","SPD-01","Pouteria guianensis","c","18"
"323","PAN-03","Lacistema aggregatum",NA,"0"
"324","TAM-06","Sterculia tessmannii","f","23"
"325","TAM-06","Guarea glabra","d","9"
"326","SPD-01","Symplocos indet","d","76"
"327","PAN-02","Chrysophyllum amazonicum","d","18"
"328","ESP-01","Symplocos spruceana","c","27"
"329","SPD-02","Coussapoa villosa","a","16"
"330","TAM-06","Ruizodendron ovale","f","35"
"331","PAN-03","Cecropia polystachya","d","7"
"332","SPD-02","Endlicheria griseo-sericea","c","18"
"333","TAM-05","Roucheria punctata","a","6"
"334","TRU-04","Mollinedia ovata","d","18"
"335","PAN-03","Helicostylis tomentosa","f","104"
"336","SPD-02","Caryocar pallidum","a","15"
"337","TAM-05","Brosimum lactescens","a","6"
"338","TAM-06","Leonia glycycarpa","b","12"
"339","PAN-03","Cybianthus indet","f","83"
"340","TAM-05","Talisia cupularis","i","2"
"341","TAM-06","Tapura acreana",NA,"0"
"342","PAN-03","Guarea macrophylla","d","9"
"343","SPD-02","Mollinedia repanda","c","18"
"344","PAN-03","Cyathea indet","b","9"
"345","SPD-02","Tapirira guianensis","a","1"
"346","TAM-05","Hebepetalum humiriifolium","a","18"
"347","TRU-04","Weinmannia multijuga","c","39"
"348","PAN-03","Miconia splendens","d","88"
"349","SPD-01","Pleurothyrium indet","e","12"
"350","TAM-06","Eugenia indet","h","1"
"351","PAN-03","Ocotea aciphylla","c","8"
"352","SPD-01","Miconia aulocalyx","d","88"
"353","TAM-05","Minquartia guianensis",NA,"0"
"354","TAM-06","Celtis schippii","a","6"
"355","WAY-01","Morella pubescens",NA,"0"
"356","SPD-01","Caryocar amygdaliforme","b","21"
"357","TAM-06","Annona foetida","f","35"
"358","SPD-01","Chrysophyllum indet","a","18"
"359","TAM-05","Pleurothyrium indet","e","14"
"360","TAM-06","Virola calophylla","d","15"
"361","SPD-02","Rheedia brasiliensis","f","169"
"362","PAN-03","Ocotea insularis","a","8"
"363","TRU-04","Psychotria indet","e","21"
"364","PAN-03","Qualea paraensis","a","9"
"365","WAY-01","Escallonia myrtilloides",NA,"0"
"366","ACJ-01","Weinmannia auriculata","d","124"
"367","PAN-03","Inga capitata","d","23"
"368","TAM-06","Pouteria caimito","c","6"
"369","TAM-05","Neea divaricata","h","2"
"370","TAM-05","Matayba arborescens","i","2"
"371","TAM-05","Meliosma herbertii","d","36"
"372","TAM-06","Endlicheria formosa","d","18"
"373","PAN-03","Ocotea cuprea","c","8"
"374","PAN-03","Ocotea indet","b","40"
"375","TAM-05","Virola mollissima","d","15"
"376","TAM-06","Sapium marmieri","d","10"
"377","TAM-05","Micropholis guyanensis","b","18"
"378","TRU-04","Prunus integrifolia","b","24"
"379","SPD-02","Elaeagia mariae","d","16"
"380","TAM-05","Brosimum guianense","c","6"
"381","TAM-06","Nectandra viburnoides","d","9"
"382","ESP-01","Weinmannia crassifolia","a","27"
"383","SPD-02","Pourouma herrerensis","c","18"
"384","TAM-06","Unonopsis matthewsii","f","35"
"385","TAM-05","Hevea brasiliensis","b","18"
"386","TAM-06","Trigynaea ecuadorensis","f","35"
"387","TRU-04","Miconia indet","a","30"
"388","PAN-03","Piptadenia pteroclada","e","15"
"389","TAM-05","Tetragastris panamensis","f","12"
"390","WAY-01","Styrax pentlandianus","h","1"
"391","SPD-02","Endlicheria indet","c","18"
"392","TAM-06","Garcinia macrophylla","f","169"
"393","PAN-03","Pouteria cuspidata","d","32"
"394","SPD-02","Pouteria bilocularis","d","32"
"395","TAM-06","Hirtella excelsa","f","36"
"396","TRU-04","Nectandra indet","d","9"
"397","TAM-05","Ocotea cernua","c","14"
"398","PAN-03","Ferdinandusa chlorantha","e","27"
"399","WAY-01","Clethra castaneifolia","c","15"
"400","TAM-05","Matayba purgans","i","2"
"401","TAM-06","Apeiba membranacea","f","23"
"402","TAM-05","Anthodiscus peruanus","a","12"
"403","PAN-02","Jacaranda glabra","a","11"
"404","PAN-03","Senefeldera inclinata","a","12"
"405","SPD-02","Palicourea indet","e","12"
"406","TAM-06","Ocotea bofo","b","23"
"407","PAN-03","Cecropia indet","d","7"
"408","PAN-03","Inga alba","d","23"
"409","SPD-02","Spirotheca rosea","e","11"
"410","TAM-06","Batocarpus amazonicus","e","4"
"411","TAM-06","Inga striata","d","23"
"412","TAM-05","Virola calophylla","d","15"
"413","TAM-06","Astrocaryum gratum",NA,"0"
"414","TAM-05","Unonopsis matthewsii","f","35"
"415","ACJ-01","Monnina indet",NA,"0"
"416","SPD-02","Magnolia amazonica","h","1"
"417","TAM-05","Miconia indet","b","30"
"418","ACJ-01","Clethra indet","c","18"
"419","PAN-03","Eschweilera albiflora","d","12"
"420","TAM-05","Clarisia racemosa","a","5"
"421","SPD-02","Alchornea latifolia","a","25"
"422","TAM-05","Lindackeria paludosa",NA,"0"
"423","TAM-06","Minquartia guianensis",NA,"0"
"424","PAN-03","Eriotheca globosa","f","23"
"425","TAM-06","Amaioua guianensis","f","76"
"426","WAY-01","Bejaria aestuans","i","2"
"427","TAM-05","Ferdinandusa loretensis","f","76"
"428","WAY-01","Cinchona macrocalyx","d","33"
"429","SPD-02","Endlicheria macrophylla","a","18"
"430","TAM-05","Dialypetalanthus fuscescens","f","76"
"431","TAM-06","Bertholletia excelsa","f","12"
"432","PAN-03","Miconia tetragona","d","88"
"433","TAM-06","Leonia racemosa","d","12"
"434","SPD-02","Protium montanum","b","12"
"435","TAM-05","Theobroma speciosum","e","12"
"436","TAM-06","Endlicheria krukovii","d","18"
"437","ESP-01","Cyathea pallescens","d","24"
"438","SPD-02","Guatteria glauca","a","18"
"439","TAM-06","Euterpe precatoria",NA,"0"
"440","TAM-05","Amaioua indet","f","76"
"441","SPD-02","Rauvolfia leptophylla","a","15"
"442","TAM-06","Oenocarpus mapora",NA,"0"
"443","TRU-04","Clusia flaviflora","b","9"
"444","SPD-01","Protium glabrescens","c","12"
"445","TAM-06","Oenocarpus bataua",NA,"0"
"446","TAM-05","Cecropia sciadophylla","d","7"
"447","TAM-05","Virola sebifera","b","15"
"448","TAM-06","Inga acrocephala","d","23"
"449","PAN-03","Neea divaricata","h","2"
"450","ESP-01","Meliosma indet","b","6"
"451","TAM-06","Pouteria cladantha","c","6"
"452","PAN-03","Tachigali indet","c","15"
"453","SPD-02","Sapium glandulosum","c","10"
"454","TAM-05","Nectandra cissiflora","d","9"
"455","PAN-03","Pseudolmedia laevigata","b","18"
"456","TRU-04","Miconia galactantha","c","30"
"457","PAN-02","Leonia glycycarpa","b","12"
"458","SPD-01","Posoqueria coriacea","e","16"
"459","TAM-05","Talisia cerasina","i","2"
"460","TAM-06","Pouteria torta","a","6"
"461","TAM-06","Neea indet","h","2"
"462","TAM-05","Trattinnickia aspera","f","12"
"463","TAM-05","Heisteria acuminata",NA,"0"
"464","ESP-01","Clusia alata","a","24"
"465","PAN-03","Helicostylis elegans","f","104"
"466","SPD-02","Persea areolatocostae","d","36"
"467","TAM-05","Licaria canella","e","14"
"468","TAM-06","Guatteria indet","d","35"
"469","TAM-06","Eschweilera coriacea","b","12"
"470","ESP-01","Myrsine youngii","c","18"
"471","TAM-05","Myrciaria indet","i","2"
"472","PAN-03","Licania octandra","d","18"
"473","SPD-01","Aniba indet","e","12"
"474","TAM-06","Pterocarpus rohrii","d","9"
"475","SPD-02","Matayba guianensis","i","2"
"476","TAM-05","Huberodendron swietenioides","a","12"
"477","PAN-02","Protium amazonicum","d","12"
"478","SPD-02","Guatteria duodecima","c","18"
"479","TAM-05","Ocotea bofo","a","14"
"480","TAM-06","Dussia tessmannii","f","74"
"481","TRU-04","Weinmannia mariquitae","c","39"
"482","PAN-02","Inga indet","b","12"
"483","PAN-03","Aspidosperma rigidum","f","15"
"484","SPD-02","Alchornea brittonii","c","25"
"485","TAM-05","Tachigali polyphylla","a","6"
"486","TAM-06","Pouteria tarapotensis","c","6"
"487","SPD-02","Viburnum hallii","h","2"
"488","WAY-01","Weinmannia indet","c","37"
"489","TAM-06","Rollinia centrantha","f","35"
"490","TRU-04","Solanum indet","h","2"
"491","TAM-06","Sterculia indet","f","23"
"492","PAN-03","Neea virens","h","2"
"493","TAM-06","Piper arboreum","h","6"
"494","SPD-01","Alchornea hilariana","c","15"
"495","TAM-05","Amaioua corymbosa","f","76"
"496","PAN-02","Inga oerstediana","c","11"
"497","SPD-01","Retrophyllum rospigliosii","a","3"
"498","SPD-02","Vismia gracilis","a","9"
"499","TAM-05","Jacaranda copaia","d","11"
"500","TAM-06","Virola flexuosa","d","15"
"501","TAM-06","Tapirira obtusa","b","6"
"502","SPD-02","Inga heterophylla","d","23"
"503","SPD-02","Quiina amazonica","f","18"
"504","ESP-01","Hesperomeles ferruginea","b","6"
"505","PAN-03","Guarea indet","d","9"
"506","PAN-03","Myrcia splendens","i","2"
"507","PAN-03","Pouteria simulans","d","32"
"508","ESP-01","Myrsine andina","b","26"
"509","PAN-02","Cedrelinga cateniformis","b","6"
"510","TAM-06","Urera indet","f","109"
"511","WAY-01","Clusia indet","b","30"
"512","PAN-03","Eugenia indet","h","1"
"513","PAN-02","Hevea brasiliensis","a","18"
"514","TAM-06","Nectandra pulverulenta","d","9"
"515","SPD-02","Pseudolmedia rigida","a","15"
"516","SPD-02","Guatteria ucayalina","c","18"
"517","TAM-05","Mezilaurus subcordata","e","14"
"518","TAM-06","Neea floribunda","h","2"
"519","PAN-03","Erythroxylum patens",NA,"0"
"520","PAN-03","Myrsine pellucida","d","83"
"521","SPD-01","Panopsis sprucei",NA,"0"
"522","TAM-05","Miconia trinervia","d","88"
"523","TRU-04","Cyathea indet","b","9"
"524","TAM-05","Sloanea eichleri","d","42"
"525","TAM-05","Ocotea indet","b","40"
"526","WAY-01","Symplocos reflexa","b","27"
"527","PAN-03","Cordia ucayaliensis","h","1"
"528","TAM-05","Hevea indet","d","27"
"529","SPD-02","Ormosia indet","e","15"
"530","TAM-06","Inga dumosa","d","23"
"531","PAN-03","Miconia aulocalyx","d","88"
"532","SPD-02","Persea indet","b","21"
"533","TAM-05","Geissospermum reticulatum","f","15"
"534","TAM-05","Sloanea sinemariensis","b","6"
"535","TAM-05","Helicostylis tomentosa","e","32"
"536","TAM-05","Tachigali indet","c","6"
"537","TAM-06","Mabea speciosa","f","136"
"538","SPD-02","Ficus americana","b","15"
"539","TRU-04","Cyathea lechleri","c","15"
"540","TAM-06","Beilschmiedia tovarensis","f","151"
"541","TAM-06","Tachigali bracteosa","d","36"
"542","TRU-04","Alchornea pearcei","a","30"
"543","SPD-02","Miconia barbeyana","d","88"
"544","ESP-01","Morella pubescens",NA,"0"
"545","PAN-02","Cabralea canjerana","f","9"
"546","SPD-01","Elaeagia indet","a","16"
"547","SPD-02","Hieronyma fendleri","c","11"
"548","PAN-03","Protium spruceanum","d","12"
"549","TAM-05","Hirtella excelsa","e","18"
"550","PAN-03","Brosimum rubescens","d","10"
"551","TRU-04","Clethra revoluta","d","33"
"552","PAN-03","Sloanea sinemariensis","a","6"
"553","TAM-06","Inga bourgonii","d","23"
"554","TAM-06","Leonia indet","d","12"
"555","PAN-03","Parinari occidentalis","d","18"
"556","TAM-06","Tabernaemontana arcuata","f","15"
"557","WAY-01","Hedyosmum indet","b","30"
"558","ESP-01","Hedyosmum translucidum","a","18"
"559","SPD-02","Neea spruceana","h","2"
"560","WAY-01","Hedyosmum goudotianum","b","21"
"561","PAN-03","Siparuna tomentosa",NA,"0"
"562","PAN-03","Unonopsis spectabilis","f","35"
"563","TAM-06","Eugenia ochrophloea","h","1"
"564","TRU-04","Gordonia planchonii","c","27"
"565","PAN-02","Pseudolmedia rigida","a","17"
"566","PAN-03","Marila indet","d","12"
"567","SPD-02","Bactris setulosa",NA,"0"
"568","TAM-06","Inga auristellae","d","23"
"569","SPD-02","Sapium laurifolium","a","10"
"570","TAM-05","Nectandra viburnoides","d","9"
"571","TAM-06","Guarea macrophylla","d","9"
"572","TAM-06","Sloanea fragrans","d","42"
"573","TAM-06","Inga edulis","d","23"
"574","TAM-06","Tapura juruana",NA,"0"
"575","TRU-04","Miconia coelestis","c","30"
"576","PAN-03","Couepia indet","f","36"
"577","SPD-02","Alchornea indet","c","25"
"578","TAM-05","Sloanea terniflora","d","42"
"579","TRU-04","Ocotea indet","a","28"
"580","TRU-04","Meliosma frondosa","b","30"
"581","TAM-05","Brosimum alicastrum","b","4"
"582","TAM-06","Neea ovalifolia","h","2"
"583","PAN-02","Qualea paraensis","b","9"
"584","SPD-02","Trichilia micrantha","e","9"
"585","TAM-06","Porcelia nitidifolia","f","35"
"586","WAY-01","Ilex sessiliflora","d","15"
"587","PAN-03","Trattinnickia burserifolia","f","12"
"588","PAN-03","Couepia bernardii","f","36"
"589","TAM-05","Mouriri grandiflora","f","130"
"590","SPD-01","Psychotria conephoroides","e","16"
"591","PAN-03","Chrysophyllum sanguinolentum","d","18"
"592","TRU-04","Schefflera indet","f","29"
"593","SPD-02","Ocotea indet","b","40"
"594","TAM-06","Clarisia racemosa","b","5"
"595","PAN-03","Hymenaea oblongifolia","e","15"
"596","TAM-06","Inga semialata","d","23"
"597","PAN-02","Sloanea guianensis","b","18"
"598","TAM-05","Ouratea iquitosensis","c","18"
"599","TRU-04","Myrsine indet","c","50"
"600","TAM-06","Chimarrhis indet","f","76"
"601","TAM-05","Pseudolmedia laevis","a","3"
"602","TAM-06","Macrocnemum roseum","f","76"
"603","PAN-03","Myrcia paivae","i","2"
"604","SPD-01","Miconia crassipes","d","88"
"605","SPD-02","Miconia theizans ","d","88"
"606","TAM-06","Sterculia peruviana","f","23"
"607","TAM-06","Otoba parvifolia","f","15"
"608","TAM-06","Pourouma minor","b","9"
"609","TAM-06","Dendropanax arboreus","d","10"
"610","TAM-06","Mabea indet","f","136"
"611","SPD-02","Brosimum lactescens","b","6"
"612","PAN-02","Ficus indet","d","21"
"613","SPD-02","Hieronyma andina","c","11"
"614","TAM-05","Micropholis melinoniana","d","18"
"615","TRU-04","Alchornea grandiflora","c","30"
"616","SPD-02","Cordia indet","h","1"
"617","TAM-06","Marila laxiflora","b","12"
"618","TAM-05","Enterolobium schomburgkii","e","21"
"619","TAM-06","Siparuna cuspidata",NA,"0"
"620","PAN-03","Andira inermis","e","15"
"621","SPD-02","Blakea indet","f","130"
"622","PAN-03","Licania indet","d","18"
"623","SPD-02","Cyathea caracasana","c","9"
"624","TAM-05","Hymenaea oblongifolia","e","21"
"625","TAM-06","Sarcaulus brasiliensis","e","6"
"626","TAM-05","Oenocarpus mapora",NA,"0"
"627","ESP-01","Viburnum reticulatum","h","2"
"628","ACJ-01","Centropogon indet",NA,"0"
"629","TAM-05","Capparis sola","h","3"
"630","TAM-06","Neea macrophylla","h","2"
"631","SPD-01","Myrcia egensis","i","2"
"632","PAN-02","Protium indet","d","12"
"633","ESP-01","Schefflera indet","e","19"
"634","SPD-01","Myrcia atrorufa","i","2"
"635","TAM-06","Attalea cephalotes",NA,"0"
"636","TAM-05","Rollinia centrantha","f","35"
"637","SPD-02","Annona williamsii","e","18"
"638","TAM-06","Pleurothyrium cuneifolium","f","151"
"639","TAM-05","Miconia triplinervis","d","88"
"640","ESP-01","Weinmannia multijuga","c","48"
"641","TAM-05","Cordia toqueve","h","1"
"642","SPD-01","Dendropanax weberbaueri","c","10"
"643","TAM-05","Trophis scandens","e","32"
"644","TAM-05","Neea altissima","h","2"
"645","TAM-06","Miconia indet","b","30"
"646","PAN-02","Pouteria macrophylla","d","32"
"647","TAM-06","Drypetes gentryi",NA,"0"
"648","PAN-02","Bellucia pentamera","a","18"
"649","PAN-03","Licaria pucheri","e","8"
"650","TAM-05","Cordia mexiana","h","1"
"651","TAM-06","Pourouma guianensis","b","6"
"652","TAM-05","Pourouma palmata","c","12"
"653","SPD-01","Persea indet","b","21"
"654","TAM-05","Caraipa myrcioides","f","12"
"655","TAM-06","Tapirira guianensis","b","16"
"656","TRU-04","Ilex indet","d","15"
"657","TAM-05","Lacistema nena",NA,"0"
"658","TAM-05","Bathysa peruviana","f","76"
"659","SPD-01","Parinari parilis","a","18"
"660","TAM-05","Inga chartacea","d","23"
"661","TAM-05","Duguetia odorata","f","35"
"662","TAM-05","Diospyros melinonii","f","21"
"663","TAM-05","Aiouea grandifolia","e","14"
"664","TAM-05","Calycophyllum acreanum","f","76"
"665","ESP-01","Persea indet","b","21"
"666","TRU-04","Brunellia weberbaueri","d","13"
"667","TAM-05","Xylopia calophylla","f","35"
"668","TAM-05","Malmea dielsiana","f","35"
"669","PAN-02","Tachigali setifera","b","30"
"670","SPD-01","Quiina amazonica","f","18"
"671","SPD-02","Hillia parasitica","e","12"
"672","TAM-05","Cordia hebeclada","h","1"
"673","TAM-05","Miconia pyrifolia","d","88"
"674","TAM-05","Inga thibaudiana","b","11"
"675","TAM-05","Inga nobilis","d","23"
"676","SPD-02","Cordia panamensis","h","1"
"677","TAM-06","Cordia nodosa","h","1"
"678","ACJ-01","Sessea dependens","i","1"
"679","TAM-05","Symphonia globulifera","e","12"
"680","PAN-03","Inga heterophylla","d","23"
"681","SPD-01","Alchornea acutifolia","c","15"
"682","SPD-02","Mollinedia indet","c","18"
"683","TAM-06","Pouteria bangii","c","6"
"684","SPD-02","Perebea guianensis","e","21"
"685","TAM-05","Acalypha indet","f","136"
"686","PAN-02","Casearia ulmifolia","h","1"
"687","SPD-02","Phyllanthus attenuatus","e","11"
"688","TAM-05","Mouriri nigra","f","130"
"689","TAM-06","Iryanthera juruensis","f","15"
"690","TRU-04","Myrsine andina","a","26"
"691","PAN-03","Matisia malacocalyx","f","23"
"692","TAM-06","Sorocea pileata","e","4"
"693","TAM-05","Cecropia ficifolia","d","7"
"694","PAN-02","Miconia indet","b","30"
"695","TAM-06","Maquira calophylla","e","4"
"696","SPD-01","Nectandra indet","d","9"
"697","TAM-05","Licania canescens","c","18"
"698","TAM-06","Tetragastris panamensis","f","12"
"699","TAM-05","Eugenia florida","g","1"
"700","PAN-03","Miconia indet","b","30"
"701","TAM-05","Aspidosperma spruceanum","f","15"
"702","ESP-01","Gaiadendron punctatum",NA,"0"
"703","SPD-02","Plinia indet","i","2"
"704","TAM-05","Oenocarpus indet",NA,"0"
"705","PAN-03","Lonchocarpus indet","e","15"
"706","TAM-05","Aniba canelilla","e","14"
"707","TAM-06","Quararibea wittii","f","23"
"708","PAN-02","Minquartia guianensis",NA,"0"
"709","SPD-02","Hieronyma macrocarpa","a","11"
"710","PAN-03","Dendrobangia boliviana",NA,"0"
"711","SPD-02","Hieronyma indet","c","11"
"712","TAM-05","Inga capitata","d","23"
"713","TAM-06","Urera capitata","f","109"
"714","PAN-03","Neea indet","h","2"
"715","TAM-06","Triplaris cumingiana","h","1"
"716","TAM-05","Mabea indet","f","136"
"717","ESP-01","Bejaria aestuans","i","2"
"718","TRU-04","Symplocos reflexa","b","27"
"719","TAM-06","Theobroma cacao","f","23"
"720","SPD-01","Leandra indet","e","9"
"721","TAM-06","Triplaris peruviana","h","1"
"722","TAM-06","Triplaris poeppigiana","h","1"
"723","TAM-05","Faramea glandulosa","d","18"
"724","ESP-01","Clethra castaneifolia","d","33"
"725","TAM-05","Duguetia lucida","f","35"
"726","TAM-05","Pouteria tarapotensis","c","8"
"727","TAM-05","Cedrelinga cateniformis","a","6"
"728","PAN-03","Guatteria dielsiana","d","35"
"729","TAM-06","Ocotea indet","b","40"
"730","PAN-02","Vitex triflora","h","1"
"731","PAN-03","Pourouma minor","b","9"
"732","TAM-05","Hieronyma oblonga","d","11"
"733","TAM-05","Xylopia trichostemon","f","35"
"734","TAM-05","Inga acreana","d","23"
"735","TAM-06","Lindackeria paludosa",NA,"0"
"736","TAM-05","Tachigali bracteosa","c","6"
"737","PAN-03","Aspidosperma parvifolium","f","15"
"738","ESP-01","Cinchona macrocalyx","d","33"
"739","ESP-01","Baccharis salicifolia","f","2"
"740","SPD-02","Miconia cretacea","d","88"
"741","SPD-02","Hieronyma oblonga","c","11"
"742","TAM-05","Pouteria procera","c","8"
"743","TAM-06","Jacaratia digitata","h","1"
"744","TAM-05","Pourouma cecropiifolia","c","12"
"745","TAM-05","Maquira guianensis","e","32"
"746","TAM-05","Iryanthera olacoides","f","15"
"747","TAM-06","Inga laurina","d","23"
"748","TAM-05","Thyrsodium spruceanum","f","31"
"749","SPD-01","Cinchona indet","d","33"
"750","TAM-06","Chrysophyllum indet","b","18"
"751","SPD-02","Miconia spennerostachya","d","88"
"752","TAM-06","Sloanea stipitata","d","42"
"753","PAN-03","Persea peruviana","d","36"
"754","SPD-02","Quararibea wittii","e","11"
"755","TAM-06","Drypetes amazonica",NA,"0"
"756","SPD-02","Casearia indet","h","1"
"757","TAM-05","Pouteria cladantha","c","8"
"758","TAM-06","Inga chartacea","d","23"
"759","ACJ-01","Gynoxys nitida","f","2"
"760","TAM-06","Virola elongata","d","15"
"761","PAN-03","Mollinedia killipii","d","18"
"762","TAM-06","Duguetia spixiana","f","35"
"763","TAM-05","Guatteria indet","d","35"
"764","TAM-05","Miconia dolichorrhyncha","d","88"
"765","TAM-05","Guatteria citriodora","d","35"
"766","SPD-01","Alchornea brittonii","c","15"
"767","TAM-05","Chimarrhis indet","f","76"
"768","TAM-05","Terminalia amazonia","h","5"
"769","TAM-05","Moronobea coccinea","e","12"
"770","TAM-05","Ocotea cuprea","c","14"
"771","SPD-02","Miconia axinaeoides","d","88"
"772","SPD-02","Chrysochlamys ulei","f","169"
"773","TAM-05","Ouratea castaneifolia","c","18"
"774","TAM-05","Bertholletia excelsa","e","12"
"775","SPD-02","Elaeagia myriantha","d","16"
"776","TAM-06","Guatteria alutacea","d","35"
"777","TAM-05","Lacistema aggregatum",NA,"0"
"778","TRU-04","Hedyosmum translucidum","b","18"
"779","TAM-05","Bellucia pentamera","b","18"
"780","SPD-02","Ficus maxima","a","6"
"781","SPD-01","Licania macrocarpa","d","18"
"782","SPD-02","Byrsonima poeppigiana",NA,"0"
"783","TAM-06","Iryanthera indet","f","15"
"784","PAN-03","Licania micrantha","d","18"
"785","TAM-06","Virola surinamensis","d","15"
"786","PAN-03","Sloanea latifolia","c","42"
"787","ESP-01","Cinchona calisaya","b","21"
"788","TAM-05","Inga acuminata","d","23"
"789","TAM-06","Iryanthera laevis","f","15"
"790","SPD-02","Piper obliquum","h","6"
"791","PAN-02","Sloanea spathulata","d","42"
"792","TAM-06","Leonia crassa","d","12"
"793","TAM-06","Prunus detrita","d","45"
"794","SPD-02","Prunus detrita","d","45"
"795","TAM-06","Trichilia pallida","f","9"
"796","ACJ-01","Myrsine andina","b","26"
"797","TAM-05","Aspidosperma tambopatense","f","15"
"798","TAM-06","Trichilia septentrionalis","f","9"
"799","TAM-05","Pouteria torta","a","8"
"800","ESP-01","Weinmannia reticulata","b","18"
"801","PAN-03","Micropholis egensis","c","18"
"802","TAM-06","Pterocarpus amazonicus","d","9"
"803","SPD-02","Lacistema aggregatum",NA,"0"
"804","TAM-05","Talisia mollis","i","2"
"805","PAN-03","Cyathea andina","d","24"
"806","PAN-03","Elaeoluma nuda","e","18"
"807","TAM-06","Caraipa myrcioides","f","12"
"808","SPD-01","Miconia micropetala","b","16"
"809","PAN-03","Sloanea pubescens","c","42"
"810","SPD-01","Bathysa peruviana","e","16"
"811","TAM-06","Oxandra acuminata","f","35"
"812","SPD-02","Inga vismiifolia","d","23"
"813","ESP-01","Symplocos psiloclada","c","27"
"814","TAM-05","Dialium guianense","e","21"
"815","PAN-03","Enterolobium indet","e","15"
"816","PAN-03","Amaioua corymbosa","e","27"
"817","TAM-06","Licania harlingii","d","18"
"818","TAM-06","Inga leiocalycina","d","23"
"819","SPD-02","Oreopanax indet","d","19"
"820","TAM-06","Guapira myrtiflora","i","1"
"821","TAM-06","Manilkara inundata","e","6"
"822","TAM-05","Licaria cannella","e","14"
"823","TAM-06","Endlicheria ruforamula","d","18"
"824","TAM-06","Pouteria trilocularis","c","6"
"825","TAM-06","Rinorea indet","f","12"
"826","TAM-06","Tachigali vasquezii","d","36"
"827","SPD-01","Alchornea anamariae","c","15"
"828","PAN-02","Couratari guianensis","f","12"
"829","PAN-03","Endlicheria indet","d","18"
"830","SPD-02","Mezilaurus campaucola","e","27"
"831","PAN-03","Prunus debilis","b","15"
"832","TAM-06","Rollinia micrantha","f","35"
"833","TAM-06","Piper indet","h","6"
"834","TAM-05","Alibertia indet","f","76"
"835","TAM-06","Neea spruceana","h","2"
"836","TAM-05","Virola indet","d","15"
"837","TAM-06","Ampelocera verrucosa","h","1"
"838","TAM-06","Nectandra globosa","d","9"
"839","PAN-03","Calophyllum indet","d","12"
"840","SPD-02","Guarea kunthiana","a","9"
"841","TAM-06","Compsoneura indet","f","15"
"842","SPD-01","Miconia lamprophylla","d","88"
"843","TAM-06","Vismia cayennensis","d","9"
"844","TAM-06","Jacaranda copaia","d","11"
"845","TAM-05","Inga indet","b","12"
"846","SPD-02","Eschweilera baguensis","d","12"
"847","PAN-02","Aspidosperma indet","f","15"
"848","TAM-06","Acalypha mapirensis","f","136"
